#This is a tab-delimited file. Additional Documentation can be found at http://www.mothur.org/wiki/MIMarks_Data_Packages.																		
#Please fill all the required fields indicated with '*'																		
#Unknown or inapplicable fields can be assigned NA value.																		
#You may add extra custom fields to this template. Make sure all the fields are separated by tabs.																		
#You may remove any fields not required (marked with '*'). Make sure all the fields are separated by tabs.																		
#You can edit this template using Microsoft Excel or any other editor. But while saving the file please make sure to save them as 'TAB-DELIMITED' TEXT FILE.																		
#Environmental:MIMARKS.specimen.host-associated.4.0																		
*sample_name	*organism	*collection_date	*biome	*feature	*material	*geo_loc_name	*lat_lon	*title	*seq_methods	samp_mat_process	*host	chem_administration	diet	genotype	samp_store_temp	sex	exp_day	mouse_id
NoAbs_m6564_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6564
NoAbs_m6564_d17	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 17 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	17	NoAbs_m6564
NoAbs_m6564_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6564
NoAbs_m6564_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6564
NoAbs_m6564_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6564
NoAbs_m6564_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	45	NoAbs_m6564
NoAbs_m6564_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	NoAbs_m6564
NoAbs_m6564_d66	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 66 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	66	NoAbs_m6564
NoAbs_m6564_d68	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 68 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	68	NoAbs_m6564
NoAbs_m6564_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	69	NoAbs_m6564
NoAbs_m6564_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6564 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6564
NoAbs_m6569_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6569
NoAbs_m6569_d18	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 18 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	18	NoAbs_m6569
NoAbs_m6569_d21	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 21 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	21	NoAbs_m6569
NoAbs_m6569_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6569
NoAbs_m6569_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6569
NoAbs_m6569_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6569
NoAbs_m6569_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	45	NoAbs_m6569
NoAbs_m6569_d46	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 46 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	46	NoAbs_m6569
NoAbs_m6569_d66	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 66 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	66	NoAbs_m6569
NoAbs_m6569_d68	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 68 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	68	NoAbs_m6569
NoAbs_m6569_d70	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 70 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	70	NoAbs_m6569
NoAbs_m6569_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6569 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6569
NoAbs_m6570_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6570 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6570
NoAbs_m6570_d18	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6570 that received no antibiotics on day 18 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	18	NoAbs_m6570
NoAbs_m6570_d21	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6570 that received no antibiotics on day 21 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	21	NoAbs_m6570
NoAbs_m6570_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6570 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6570
NoAbs_m6570_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6570 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6570
NoAbs_m6570_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6570 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6570
NoAbs_m6570_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6570 that received no antibiotics on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	45	NoAbs_m6570
NoAbs_m6570_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6570 that received no antibiotics on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	NoAbs_m6570
NoAbs_m6570_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6570 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6570
NoAbs_m6572_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6572
NoAbs_m6572_d18	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 18 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	18	NoAbs_m6572
NoAbs_m6572_d21	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 21 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	21	NoAbs_m6572
NoAbs_m6572_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6572
NoAbs_m6572_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6572
NoAbs_m6572_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6572
NoAbs_m6572_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	45	NoAbs_m6572
NoAbs_m6572_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	NoAbs_m6572
NoAbs_m6572_d68	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 68 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	68	NoAbs_m6572
NoAbs_m6572_d70	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 70 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	70	NoAbs_m6572
NoAbs_m6572_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6572 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6572
NoAbs_m6573_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6573
NoAbs_m6573_d17	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 17 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	17	NoAbs_m6573
NoAbs_m6573_d21	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 21 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	21	NoAbs_m6573
NoAbs_m6573_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6573
NoAbs_m6573_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6573
NoAbs_m6573_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6573
NoAbs_m6573_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	45	NoAbs_m6573
NoAbs_m6573_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	NoAbs_m6573
NoAbs_m6573_d68	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 68 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	68	NoAbs_m6573
NoAbs_m6573_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6573 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6573
NoAbs_m6575_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6575 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6575
NoAbs_m6575_d18	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6575 that received no antibiotics on day 18 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	18	NoAbs_m6575
NoAbs_m6575_d21	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6575 that received no antibiotics on day 21 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	21	NoAbs_m6575
NoAbs_m6575_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6575 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6575
NoAbs_m6575_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6575 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6575
NoAbs_m6575_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6575 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6575
NoAbs_m6575_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6575 that received no antibiotics on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	NoAbs_m6575
NoAbs_m6575_d68	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6575 that received no antibiotics on day 68 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	68	NoAbs_m6575
NoAbs_m6575_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6575 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6575
NoAbs_m6576_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6576 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6576
